bin_lo,bin_hi,n_total,acc_overall,n_cls_1,acc_cls_1_road,n_cls_4,acc_cls_4_building,n_cls_6,acc_cls_6_vegetation,n_cls_2,acc_cls_2_sidewalk,n_cls_8,acc_cls_8_terrain,n_cls_7,acc_cls_7_vehicle,n_cls_3,acc_cls_3_parking,n_cls_5,acc_cls_5_fence
0.4981689453125001,0.5075683593750001,8182789,0.20579658109233906,2676213,0.03399393097634605,758953,0.6335227609614824,1120847,0.2841449368201012,1537393,0.2708643788543333,526958,0.11743630422158882,1007312,0.27081281668440366,326255,0.0712786010942361,228858,0.08459830986900174
0.5075683593750001,0.5169677734375001,7861359,0.20418212677986083,2591005,0.03395825172085735,721741,0.6321256517227094,1060941,0.2792681214129721,1461806,0.26700738675309854,473922,0.11911664788720507,1021934,0.2703188268518319,312466,0.07323036746398008,217544,0.0861894605229287
0.5169677734375001,0.5263671875000001,7319680,0.20271842484917374,2435264,0.03459789164542325,661202,0.6324224669616849,970550,0.27537169646076964,1330061,0.26250525351844767,413855,0.12323398291672204,1022483,0.2702167175395581,286530,0.07246361637524866,199735,0.08488246927178511
0.5263671875000001,0.5357666015625001,6395094,0.2010724158237549,2134365,0.03480801081352065,568019,0.6351548099623429,843555,0.2687708566720605,1143293,0.25981703727740835,339594,0.12210168613108595,948133,0.266401443679315,245865,0.07297093933662782,172270,0.08732803157833634
0.5357666015625001,0.5451660156250001,5901951,0.20011992644466212,1973870,0.03509602962707777,520922,0.6378440534283444,767623,0.2644905116183335,1036211,0.2545273115224602,292762,0.12206843784370923,929565,0.26465174570901445,223492,0.07479014908811053,157506,0.09091717140934313
0.5451660156250001,0.5545654296875001,5619597,0.19901960941327287,1880843,0.03528364674776151,489636,0.6341486328619628,728196,0.25873940532494,959188,0.25196833154710024,263348,0.12365766969940915,942542,0.26417284322608436,207335,0.07714568210866472,148509,0.0935498858655031
0.5545654296875001,0.5639648437500001,5323079,0.19909905526481947,1780914,0.03586136107639111,458757,0.639604409306016,677674,0.2540971027367141,888545,0.2484691264933121,233506,0.12266494222846522,954408,0.26463525033319085,191908,0.07795923046459761,137367,0.09744698508375374
0.5639648437500001,0.5733642578125001,4532127,0.19839669100181878,1514860,0.036174299935307554,386318,0.6418158097732956,575682,0.249453691447709,734774,0.24419209171799763,184946,0.1238037048652039,863176,0.2629336311482247,157533,0.07639034361054509,114838,0.10008882077361152
0.5733642578125001,0.5827636718750001,4445489,0.19743542273977058,1477477,0.03712409736327537,373424,0.6359901880971764,561018,0.24172664691685472,695126,0.24284230484832967,172544,0.12435089020771513,904962,0.2603346880863506,149304,0.08183303863258855,111634,0.10451117043194726
0.5827636718750001,0.5921630859375001,3750816,0.1979819857865595,1241757,0.03710629374346189,312109,0.6413816967790099,470710,0.23657241188842387,567718,0.24100874025484484,134508,0.12434948107175782,812403,0.2608668357945502,120659,0.08307710158380228,90952,0.1041758290087079
0.5921630859375001,0.6015625000000001,3682390,0.19933439966977967,1203760,0.03683541569748123,304676,0.6449671126048655,460564,0.23196776126662091,538141,0.24412189370443807,123769,0.12266399502298637,849451,0.2596995000300194,113249,0.08506918383385284,88780,0.10761432755125028
0.6015625000000001,0.6109619140625001,3192129,0.19891458020650168,1036356,0.03799949052256175,257769,0.6458030251892198,396728,0.2285747413845254,445956,0.24087129671985577,100661,0.12170552647003308,784217,0.25793881030378074,95199,0.08606182838055021,75243,0.11014978137501164
0.6109619140625001,0.6203613281250001,3012555,0.20012746655247787,960471,0.038605017746501456,242170,0.6507618615022505,375887,0.22588437482541296,405829,0.24150073060328364,88883,0.1180540710822092,784277,0.25482578221725233,85400,0.08594847775175644,69638,0.10940865619345759
0.6203613281250001,0.6297607421875001,2710866,0.20021203556354317,851368,0.03830658422679734,214972,0.6500241891967325,338701,0.2178086276686517,345554,0.24128790290374297,74401,0.1174715393610301,751403,0.2536481754797359,71795,0.08914269795946793,62672,0.11992596374776615
0.6297607421875001,0.6391601562500001,2552187,0.20160317406208872,784682,0.038667893490611484,199752,0.657355120349233,318681,0.2132257649499029,308250,0.242566098945661,65186,0.11597582302948486,753526,0.2513596080294509,65083,0.0957392867569104,57027,0.12204745120732284
0.6391601562500001,0.6485595703125001,2295247,0.20358201099925194,690966,0.03947806404367219,179074,0.6581078213475993,286019,0.21046503903586825,262978,0.24882689806751895,56297,0.11426896637476242,715499,0.2490611447395454,54904,0.09786172227888679,49510,0.131306806705716
0.6485595703125001,0.6579589843750001,2052176,0.20439523705569113,600469,0.040060352824209076,157755,0.6605559253272479,254279,0.20428741657785346,221393,0.24962397185096186,46745,0.10929511177666061,681206,0.24746699236354347,46439,0.09565236116195439,43890,0.13342447026657553
0.6579589843750001,0.6673583984375001,1849232,0.2061271922614361,522588,0.04026690241643513,143073,0.6599148686334948,233470,0.20501135049471025,184770,0.2541105157763706,39782,0.10120154843899251,646415,0.24412799826736695,40192,0.10196058917197452,38942,0.12762569975861537
0.6673583984375001,0.6767578125000001,1734221,0.20812687656302167,477943,0.04184808648730079,133865,0.6694655062936541,214663,0.19627975011995547,163185,0.25813034286239545,35288,0.10150759464973928,637421,0.24285833067940968,35527,0.10189433388690292,36329,0.13920008808389991
0.6767578125000001,0.6861572265625001,1633728,0.20985561856073962,433769,0.043264963609663205,125593,0.6762956534201747,201152,0.19356009385937004,144407,0.2634844571246546,31117,0.0932930552431147,632997,0.23838975540168436,31844,0.1151237281748524,32849,0.14274407135681452
0.6861572265625001,0.6955566406250001,1380963,0.2109093436971157,350941,0.043095563071855386,105504,0.6742398392478011,169503,0.19416765484976667,113456,0.26705506980679733,25473,0.09751501589918737,563300,0.23546422865258299,25133,0.10679186726614412,27653,0.14403500524355403
0.6955566406250001,0.7049560546875001,1302512,0.21079498691758694,317982,0.043002434100043396,97990,0.6740687825288295,161902,0.18835468369754543,98854,0.26591741355939064,23020,0.08392701998262381,554673,0.23403699116416338,22453,0.11383779450407518,25638,0.14638427334425463
0.7049560546875001,0.7143554687500001,1288634,0.21163650811634646,300113,0.04396010835918471,96401,0.6812169998236532,160609,0.1792178520506323,90976,0.2685543440028139,21546,0.07690522602803304,574060,0.23152283733407658,20547,0.11568598822212488,24382,0.15179230579936018
0.7143554687500001,0.7237548828125001,1082902,0.2135761130739439,237548,0.04539293111286982,81871,0.6871297529039586,132337,0.18183879036097236,70552,0.273911441206486,17982,0.0808030252474697,506008,0.22610116836097452,16250,0.11126153846153847,20354,0.1564311683207232
0.7237548828125001,0.7331542968750001,1021064,0.2157239898772261,213339,0.04635345623631872,77653,0.6811971205233539,125562,0.1786448129211067,61129,0.28446400235567404,15546,0.07616107037179982,494620,0.22585823460434273,14684,0.11475074911468265,18531,0.16615401219578005
0.7331542968750001,0.7425537109375001,908347,0.21296707095416179,180402,0.045154710036474095,66326,0.6861261043934506,110567,0.17189577360333552,50168,0.2902846435975124,13593,0.06348856028838373,458957,0.22085075508163074,12463,0.12075744202840408,15871,0.15726797303257514
0.7425537109375001,0.7519531250000001,902932,0.2146318881156056,169591,0.049318654881450076,66617,0.688367834036357,110229,0.1720781282602582,45723,0.2989742580320626,12747,0.059386522318977016,471414,0.21766642484101023,11480,0.10757839721254356,15131,0.1543850373405591
0.7519531250000001,0.7613525390625001,794985,0.21421033101253484,139127,0.049594974375929905,58188,0.6957963841341858,97126,0.16304594032493874,36389,0.30195938333012723,11165,0.048544558889386476,430144,0.21468391980360066,9581,0.10510385137250809,13265,0.1650207312476442
0.7613525390625001,0.7707519531250001,703049,0.2131302370105071,116655,0.05499121340705499,50943,0.6928920558271009,85618,0.1603167558223738,29101,0.29902752482732553,9714,0.04725138974675726,391672,0.21038266712963907,7759,0.11444773811058126,11587,0.16846465866919824
0.7707519531250001,0.7801513671875001,615560,0.2131327571642082,95107,0.053161176359258516,45416,0.7044653866478774,73597,0.15492479313015475,23325,0.3007502679528403,8314,0.048352177050757755,353972,0.20658413659837502,6274,0.1153968759961747,9555,0.15468341182626896
0.7801513671875001,0.7895507812500001,658633,0.21063019921564816,95124,0.053603717253269414,47670,0.7018460247535138,80328,0.1537819938253162,22349,0.2919146270526645,8924,0.047400268937696104,387638,0.20292902140657004,6456,0.11183395291201982,10144,0.1465891167192429
0.7895507812500001,0.7989501953125001,535500,0.21116153127917833,71282,0.05471226957717236,38286,0.6956589876194954,65169,0.15785112553514707,16607,0.30842415848738486,7005,0.042112776588151324,324154,0.2003584715906637,5239,0.1213972132086276,7758,0.16189739623614333
0.7989501953125001,0.8083496093750001,496504,0.20797012712888516,61038,0.05285232150463646,36508,0.6993809575983346,59158,0.1457960039217012,13414,0.2981959147159684,5998,0.036845615205068356,308851,0.1940838786340339,4330,0.12540415704387992,7207,0.16192590536977938
0.8083496093750001,0.8177490234375001,461684,0.20739510141135495,52675,0.05883246321784528,33532,0.7080997256352142,54467,0.14419740393265648,11061,0.32004339571467316,5942,0.03382699427802087,293902,0.1901722342821757,3769,0.11727248607057575,6336,0.1545138888888889
0.8177490234375001,0.8271484375000001,395709,0.2039301607999818,41090,0.06040399123874422,28496,0.7150828186412128,47401,0.1397860804624375,8789,0.3037888269427694,4790,0.025887265135699375,256854,0.18397221768008284,2969,0.10542270124621085,5320,0.15996240601503758
0.8271484375000001,0.8365478515625001,367162,0.20229762339239898,35074,0.058191252779836916,25697,0.7195392458263611,44286,0.13990877478209818,7418,0.3192235103801564,4392,0.02163023679417122,243117,0.18104863090610693,2640,0.11893939393939394,4538,0.16659321286910533
0.8365478515625001,0.8459472656250001,332342,0.20295659290730633,29148,0.06549334431178812,24004,0.7182136310614897,40191,0.14072802368689508,6258,0.3189517417705337,3690,0.02872628726287263,222713,0.17772649104452817,2300,0.1091304347826087,4038,0.1760772659732541
0.8459472656250001,0.8553466796875001,277034,0.19656432062490525,21640,0.07134935304990758,20973,0.7178753635626758,33821,0.1280269654948109,4614,0.29237104464672736,3038,0.02271231073074391,188025,0.16697779550591677,1589,0.11516677155443675,3334,0.15836832633473305
0.8553466796875001,0.8647460937500001,271747,0.19887616054639057,19615,0.07320927861330614,21197,0.7229324904467613,33330,0.12847284728472846,3684,0.2915309446254072,2815,0.02486678507992895,186463,0.1674863109571336,1642,0.10353227771010962,3001,0.1526157947350883
0.8647460937500001,0.8741455078125001,201365,0.19456707968117598,13217,0.07989710221684194,15445,0.7242473292327614,24923,0.12201580869076756,2469,0.2823005265289591,2122,0.0235626767200754,139890,0.1617127743226821,1008,0.11011904761904762,2291,0.1815800960279354
0.8741455078125001,0.8835449218750001,193905,0.1911399912328202,11428,0.0728036401820091,15466,0.7304409672830725,24837,0.10899061883480292,2137,0.33036967711745435,1824,0.01864035087719298,135215,0.15579632437229599,819,0.10866910866910867,2179,0.1523634694814135
0.8835449218750001,0.8929443359375001,154119,0.18988573764428784,8969,0.09900769316534731,12841,0.7097578070243751,19481,0.10548739797751655,1529,0.302158273381295,1368,0.015350877192982455,107701,0.1532204900604451,665,0.06766917293233082,1565,0.11373801916932907
0.8929443359375001,0.9023437500000002,138068,0.18958049656690906,7460,0.0920911528150134,12387,0.7424719463954146,17964,0.10738142952571811,1077,0.24326833797585887,1286,0.025660964230171075,95937,0.14383397437901957,511,0.03718199608610567,1446,0.17219917012448133
0.9023437500000002,0.9117431640625002,95100,0.18356466876971608,4266,0.08884200656352555,9427,0.7266362575580778,13218,0.09827507943713118,643,0.2130637636080871,815,0.018404907975460124,65424,0.13235204206407433,423,0.037825059101654845,884,0.11538461538461539
0.9117431640625002,0.9211425781250002,84826,0.18440100912456087,3600,0.07611111111111112,9410,0.7321997874601488,13112,0.08884990848078096,408,0.18627450980392157,730,0.0013698630136986301,56557,0.1258199692345775,338,0.05621301775147929,671,0.15052160953800298
0.9211425781250002,0.9305419921875002,64704,0.18045252225519287,2470,0.08825910931174089,7451,0.7196349483290834,11078,0.08124210146235783,235,0.2,630,0.011111111111111112,42102,0.12108688423352809,255,0.0,483,0.09109730848861283
0.9305419921875002,0.9399414062500001,114178,0.20105449386046348,3118,0.15202052597819116,20396,0.7928515395175525,24707,0.05601651353867325,400,0.3475,745,0.0,63564,0.07340633062739915,482,0.0,766,0.15926892950391644
